id,job_count,preempted_job_count,start_time,finish_time,real_duration,jobs_total_duration,job_max_duration,preempted_jobs_total_duration,operation_type,operation_state,in_timeframe
84feded0-2be180b2-3f403e8-466cc314,132,0,169.082782s,202.750000s,40.816961s,1061.256919s,19.791000s,0.000000s,MapReduce,completed,1
684de78f-fe7e60c4-3f403e8-ac84ec34,10,0,132.788013s,203.376000s,72.974658s,635.977994s,70.001000s,0.000000s,Map,completed,1
81e700e0-c3eec41f-3f403e8-162119d,1,0,197.195288s,203.597000s,8.567653s,6.111999s,6.112000s,0.000000s,Map,completed,1
7b17fc61-f8e07e89-3f403e8-493c3ff,2,0,197.333250s,205.771000s,12.050697s,8.031998s,5.277000s,0.000000s,MapReduce,completed,1
4e40281c-c3198c39-3f403e8-7bb07040,1,0,200.778582s,206.271000s,6.169132s,4.775999s,4.776000s,0.000000s,Sort,completed,1
9dcedc46-d9087e73-3f403e8-ec14a1ab,132,0,165.599934s,206.491000s,48.030057s,1127.650935s,21.016000s,0.000000s,MapReduce,completed,1
91f1a69-9d1fa8cc-3f403e8-59d6ee41,345,1,0.000000s,206.622000s,600.000000s,29536.797831s,109.965000s,58.959999s,Map,completed,0
be7f7e6a-d3e69468-3f403e8-f13ae9b3,1,0,199.852587s,207.521000s,9.995337s,7.026999s,7.027000s,0.000000s,Map,completed,1
609fdd15-b74fb2b4-3f403e8-6dd9c046,131,0,172.337976s,207.590000s,47.546123s,1059.160923s,21.113000s,0.000000s,MapReduce,completed,1
9e3ff51d-89932878-3f403e8-cb0e38ce,1,0,201.107120s,207.753000s,8.740971s,6.257999s,6.258000s,0.000000s,Map,completed,1
7155eaac-628ad68f-3f403e8-9d8c73a2,132,0,157.010368s,211.132000s,65.240845s,1075.784935s,37.680000s,0.000000s,MapReduce,completed,1
3050c534-8a8975f4-3f403e8-7a9e64be,24,0,199.815360s,213.047000s,16.325843s,194.142985s,12.547000s,0.000000s,Map,completed,1
e90725be-d3cb7766-3f403e8-5e5c7d04,132,0,179.797434s,214.595000s,55.108185s,1526.377928s,21.169000s,0.000000s,MapReduce,completed,1
7848ef72-ebf50699-3f403e8-829fea99,105,0,208.694633s,214.792000s,12.987669s,333.147954s,5.269000s,0.000000s,Map,completed,1
5279d379-7b319ed1-3f403e8-190e80ee,2,0,203.000853s,215.184000s,14.268934s,22.445998s,11.665000s,0.000000s,Map,completed,1
d5aa5d1d-6af68d7d-3f403e8-cad7dab0,2,0,207.171948s,215.186000s,11.031975s,7.436999s,4.665000s,0.000000s,MapReduce,completed,1
b401af76-133c807b-3f403e8-b2b57be4,1,0,215.172716s,216.968000s,3.159074s,1.435999s,1.436000s,0.000000s,Sort,failed,1
3fb7c9f0-b90cf500-3f403e8-ba4080fc,126,0,164.931103s,217.274000s,62.210203s,1855.367930s,28.735000s,0.000000s,MapReduce,completed,1
76062d8c-2056056d-3f403e8-2d59bea8,23,0,204.854876s,218.890000s,23.546812s,113.989994s,6.924000s,0.000000s,MapReduce,completed,1
3ff12ea3-d8a8fa89-3f403e8-f6ada51,1,0,212.530423s,219.712000s,8.744363s,6.185000s,6.185000s,0.000000s,Map,completed,1
c0d15a97-5e3d82bb-3f403e8-4d3ab815,93,0,177.113003s,220.441000s,116.397883s,1049.300955s,31.934000s,0.000000s,MapReduce,completed,1
7bb0b0dc-f7da664a-3f403e8-db382638,24,0,205.027353s,220.590000s,23.052602s,153.208993s,8.681000s,0.000000s,MapReduce,completed,1
5af951e4-e73be0c1-3f403e8-2bf7a909,58,0,203.349186s,221.430000s,26.664376s,349.143960s,12.243000s,0.000000s,MapReduce,completed,1
232557ba-27728f49-3f403e8-ce9232a8,24,0,206.541789s,223.259000s,23.639468s,134.813991s,7.755000s,0.000000s,MapReduce,completed,1
52ee391a-f1652cbd-3f403e8-4cf6c5f1,1,0,216.199849s,223.361000s,10.096108s,6.826999s,6.827000s,0.000000s,Map,completed,1
d7a59b23-80745c0b-3f403e8-a60f38cf,24,0,206.993451s,224.456000s,25.253648s,161.699986s,9.413000s,0.000000s,MapReduce,completed,1
9b76e7de-b6c4424e-3f403e8-c46f4a49,1,0,217.757781s,226.127000s,9.713687s,7.095999s,7.096000s,0.000000s,Vanilla,completed,1
bef5fdda-f9122e8f-3f403e8-989e5746,1,0,223.874505s,226.234000s,2.632490s,1.671999s,1.672000s,0.000000s,Sort,failed,1
bfab91b-3782cf7e-3f403e8-e5642b69,1,0,213.315376s,228.138000s,17.032183s,14.610999s,14.611000s,0.000000s,Map,completed,1
2b55e881-fd4d106d-3f403e8-3e8df847,1,0,221.089009s,228.228000s,8.738690s,6.465000s,6.465000s,0.000000s,Vanilla,completed,1
9347aecb-29658d24-3f403e8-357627fd,24,0,210.575749s,228.250000s,25.201818s,149.488983s,8.754000s,0.000000s,MapReduce,completed,1
4df113f2-969e5f15-3f403e8-b2543379,116,0,191.695646s,228.259000s,45.962541s,1159.083950s,21.413000s,0.000000s,MapReduce,completed,1
d35497c9-c0e4ecb9-3f403e8-b8db113b,24,0,211.077323s,228.427000s,24.969361s,162.837981s,8.074000s,0.000000s,MapReduce,completed,1
285dd9fb-e4b051a1-3f403e8-93854fb8,41,0,194.776017s,230.044000s,37.913821s,621.176981s,34.566000s,0.000000s,Map,completed,1
1b262bc2-6e790837-3f403e8-b4df2a77,2,0,177.761089s,230.303000s,54.549266s,100.500000s,51.877000s,0.000000s,Map,completed,1
ef243806-90e90a06-3f403e8-e5f6426d,4,0,218.410507s,231.372000s,14.982215s,45.801998s,12.830000s,0.000000s,Map,completed,1
9a4d79e0-1ffda3cb-3f403e8-ecdea1cf,24,0,209.396341s,231.493000s,29.258815s,175.913987s,11.759000s,0.000000s,MapReduce,completed,1
38a29f85-af5d9980-3f403e8-df48f1b8,1,0,206.105453s,231.586000s,27.474819s,25.075999s,25.076000s,0.000000s,Map,completed,1
8fbad7ee-3be89382-3f403e8-cbba9015,24,0,215.001557s,235.368000s,28.916968s,185.720986s,9.808000s,0.000000s,MapReduce,completed,1
8d4a42a4-b02e5de7-3f403e8-59b66603,117,0,199.814345s,235.636000s,45.234424s,1119.108938s,20.466000s,0.000000s,MapReduce,completed,1
a47d4b71-e932fbcb-3f403e8-e6162bd4,1,0,229.495376s,236.168000s,8.710194s,6.593000s,6.593000s,0.000000s,Vanilla,completed,1
acffbe4f-58528787-3f403e8-d894cf71,116,0,187.639551s,236.597000s,58.273245s,1827.560950s,31.025000s,0.000000s,MapReduce,completed,1
4d60c109-d3652334-3f403e8-5e27e3ef,1,0,230.028820s,237.519000s,9.518349s,6.943999s,6.944000s,0.000000s,Map,completed,1
4c38d52-58a4974c-3f403e8-8de3effd,23,0,221.528650s,238.687000s,24.733030s,138.627989s,9.109000s,0.000000s,MapReduce,completed,1
7eca5edc-f7f56c8e-3f403e8-f66bfbe2,1,0,232.768438s,238.869000s,7.539102s,5.281999s,5.282000s,0.000000s,Map,completed,1
cb3eed6e-af290d7d-3f403e8-34368561,24,0,216.855601s,239.537000s,31.576252s,190.015993s,10.990000s,0.000000s,MapReduce,completed,1
1e6ed4b3-8730d6be-3f403e8-7e02bc23,1,0,232.694825s,239.593000s,8.331631s,6.005999s,6.006000s,0.000000s,Map,completed,1
df40544b-b158d3d1-3f403e8-5a09e389,1,0,234.510905s,240.030000s,7.745302s,5.444999s,5.445000s,0.000000s,Map,completed,1
deca9f01-cbe2c13c-3f403e8-b27fd242,22,0,218.259253s,240.985000s,30.901907s,199.969989s,11.412000s,0.000000s,MapReduce,completed,1
e6329005-ff504a2a-3f403e8-8c3bd22b,5,0,222.629830s,241.214000s,20.002027s,49.936995s,17.661000s,0.000000s,Map,completed,1
4e03555b-21f59e82-3f403e8-4b6d157c,8,0,228.557369s,241.414000s,17.209727s,41.070996s,6.942000s,0.000000s,MapReduce,completed,1
3a7e1409-8987c7d0-3f403e8-77ef1a9d,9,0,225.132670s,241.786000s,18.761855s,121.269994s,16.226000s,0.000000s,Map,completed,1
225cff0-f48e7ff0-3f403e8-1176eec4,1,0,238.616457s,242.264000s,4.310224s,2.670999s,2.671000s,0.000000s,Merge,completed,1
dc0bd549-120bd960-3f403e8-708b2b0f,1,0,235.297769s,242.634000s,9.436147s,7.047998s,7.048000s,0.000000s,Map,completed,1
43ac579b-572b7a-3f403e8-17ec525f,1,0,238.298803s,244.101000s,7.614208s,5.508999s,5.509000s,0.000000s,Sort,completed,1
490be446-82c04e55-3f403e8-638aa823,23,0,226.577401s,244.825000s,25.838680s,158.720985s,10.386000s,0.000000s,MapReduce,completed,1
f5151df6-b49a5a47-3f403e8-f1d49eb0,1,0,236.591139s,244.914000s,9.405164s,7.323999s,7.324000s,0.000000s,Map,completed,1
3e81be15-6b91c9d-3f403e8-f9e60c44,24,0,220.772364s,244.931000s,33.771900s,201.980987s,11.461000s,0.000000s,MapReduce,completed,1
5035f632-1aa3d508-3f403e8-56622e74,2,0,234.473344s,245.740000s,14.222472s,10.383998s,5.238000s,0.000000s,MapReduce,completed,1
1081f301-a7ac66f9-3f403e8-11f8f174,365,0,0.000000s,246.625000s,373.668366s,5835.718808s,230.451000s,0.000000s,MapReduce,completed,0
b300661d-b85e3c6-3f403e8-e9c7c03f,181,0,0.000000s,247.154000s,600.000000s,27977.295915s,245.229000s,0.000000s,Map,completed,0
8eb1d9d-6dff3354-3f403e8-32fcbeb,615,0,171.404685s,247.569000s,428.595315s,16645.699727s,47.277000s,0.000000s,Map,completed,0
840f0bb8-8cbe4630-3f403e8-2d4b35d0,24,0,232.179625s,248.107000s,24.461215s,160.884982s,7.778000s,0.000000s,MapReduce,completed,1
8d0126a7-bf05d30c-3f403e8-4d4cbc62,132,0,182.682296s,248.414000s,73.958419s,3243.462939s,46.026000s,0.000000s,MapReduce,completed,1
e7aaff22-992d30ae-3f403e8-a93a3fed,1,0,240.110516s,250.897000s,12.994052s,10.302999s,10.303000s,0.000000s,Map,completed,1
6a471f6d-31a724e9-3f403e8-492fbc73,24,0,233.504278s,251.144000s,25.041045s,142.618981s,9.548000s,0.000000s,MapReduce,completed,1
f75ce189-7c1a1f44-3f403e8-a6b6e4be,350,0,0.000000s,251.336000s,444.324652s,61276.037837s,192.025000s,0.000000s,MapReduce,completed,0
81bd6c8b-5b7b25a2-3f403e8-3b13ac30,1,0,245.022792s,251.345000s,8.614009s,5.739999s,5.740000s,0.000000s,Map,completed,1
84a345fc-b3097507-3f403e8-fa427ff6,1,0,243.685368s,251.561000s,8.942094s,6.957999s,6.958000s,0.000000s,Map,completed,1
c5c24c96-6c203f7a-3f403e8-3620108,24,0,233.417115s,252.154000s,26.532963s,171.252982s,10.305000s,0.000000s,MapReduce,completed,1
8b78adba-d89e5e7f-3f403e8-7118fb6a,3,0,217.278707s,252.798000s,37.555539s,97.871998s,35.257000s,0.000000s,Map,completed,1
c22b6ce9-138d80e3-3f403e8-2cc06afb,1,0,242.595844s,253.232000s,12.714375s,10.632999s,10.633000s,0.000000s,Map,completed,1
e3028518-c40dc327-3f403e8-d3d59a2e,1,0,247.515560s,254.804000s,9.442721s,7.194999s,7.195000s,0.000000s,Map,completed,1
2e19d1d0-c1d34476-3f403e8-de85397,49,0,244.601304s,255.698000s,71.814662s,192.038973s,6.077000s,0.000000s,Sort,completed,1
1ad9b641-452fa652-3f403e8-f693e3ef,1,0,251.503934s,256.291000s,6.901173s,4.669999s,4.670000s,0.000000s,Map,completed,1
5cf7dfc7-c1fbe0fd-3f403e8-d10d3bc6,143,0,181.159662s,256.583000s,78.359504s,3374.909922s,75.112000s,0.000000s,Map,completed,1
9ccecdd-edabe0c-3f403e8-22ae1bdd,437,0,211.857156s,256.623000s,388.142844s,11717.472781s,44.094000s,0.000000s,Map,completed,0
7b15cda4-2a2dc79-3f403e8-98374836,6,0,227.935606s,257.027000s,31.357930s,132.204999s,28.452000s,0.000000s,Map,completed,1
76c90401-9fa998c9-3f403e8-dcf2ab09,1,0,252.194903s,258.139000s,8.349303s,5.513999s,5.514000s,0.000000s,Map,completed,1
6f455fb0-a0b90679-3f403e8-dd3c0401,1,0,248.392262s,258.573000s,12.392573s,9.958999s,9.959000s,0.000000s,Map,completed,1
4206111b-24d4d835-3f403e8-5b8709ac,1,0,250.975588s,259.685000s,10.924747s,8.063999s,8.064000s,0.000000s,Map,completed,1
ddb6b8cf-d0567f23-3f403e8-2cbafe8b,49,0,245.251120s,259.728000s,55.741833s,200.860966s,8.103000s,0.000000s,Sort,completed,1
fc07827c-2c4270a9-3f403e8-f3ce256b,37,0,247.132329s,260.261000s,20.132381s,185.286986s,6.179000s,0.000000s,MapReduce,completed,1
bcb2457c-19649bdb-3f403e8-80c3074b,221,0,220.906236s,260.350000s,45.358656s,3830.113929s,38.711000s,0.000000s,Map,completed,1
8e3baf9a-cbea3293-3f403e8-d65a9fdc,1,0,255.031561s,261.835000s,9.081131s,6.202999s,6.203000s,0.000000s,Map,completed,1
99a85353-d0d08ca0-3f403e8-bd4c16db,1,0,237.587192s,262.784000s,27.386875s,25.193999s,25.194000s,0.000000s,Map,completed,1
76e55c77-58334d6d-3f403e8-1e77adc3,1,0,254.340072s,264.626000s,12.413902s,9.995999s,9.996000s,0.000000s,Map,completed,1
afa8be9e-ab63e5b7-3f403e8-199b1556,1,0,258.948003s,265.347000s,8.834260s,5.698000s,5.698000s,0.000000s,Map,completed,1
904a613-e01f3e52-3f403e8-8833388a,4,0,255.031932s,265.832000s,14.425007s,17.563998s,5.187000s,0.000000s,MapReduce,completed,1
fad0bfa7-5dd0245c-3f403e8-9d589cad,5,0,250.698404s,266.493000s,16.950687s,66.163998s,14.854000s,0.000000s,Map,completed,1
3b0fdb1c-b67d2e88-3f403e8-9f64abf3,2,0,252.853514s,266.715000s,14.935281s,21.017998s,13.056000s,0.000000s,Map,completed,1
5d4d4f5b-67823e73-3f403e8-cbf3daeb,1,0,259.623997s,267.761000s,10.844475s,8.112000s,8.112000s,0.000000s,Map,completed,1
86d483c-d025a908-3f403e8-b4c4666e,1,0,259.799582s,268.035000s,9.053583s,7.390000s,7.390000s,0.000000s,Sort,completed,1
b9de39a0-7d7a6ba8-3f403e8-1c35b9f,1,0,264.936953s,271.048000s,8.169864s,5.387999s,5.388000s,0.000000s,Map,completed,1
d85c9b6d-48e94733-3f403e8-5432d643,4,0,259.632112s,271.526000s,16.401946s,20.590999s,5.873000s,0.000000s,MapReduce,completed,1
8a0dc42f-a8e837fd-3f403e8-87a02c74,24,0,247.674184s,275.441000s,35.569711s,225.777987s,13.138000s,0.000000s,MapReduce,completed,1
ad1d6bcf-a090c1e0-3f403e8-b130e760,10,0,115.354666s,277.545000s,164.205914s,315.075993s,137.203000s,0.000000s,MapReduce,completed,1
e3150c93-9a07201e-3f403e8-49a8501a,124,0,233.834517s,278.887000s,54.364172s,1728.292942s,23.432000s,0.000000s,MapReduce,completed,1
39d0aa7e-c9ac9d3d-3f403e8-8e7fba7d,64,0,241.486034s,280.260000s,94.914301s,624.913965s,28.621000s,0.000000s,MapReduce,completed,1
84acf2d3-78a5dee4-3f403e8-587c1643,1,0,275.267086s,280.967000s,7.976233s,5.277999s,5.278000s,0.000000s,Map,completed,1
58c7fd8c-cd882d3f-3f403e8-a189ec3e,36,0,251.214448s,281.479000s,38.973064s,250.506980s,19.627000s,0.000000s,MapReduce,completed,1
a5048fce-ea510df3-3f403e8-a00b7c2,1,0,277.758006s,283.222000s,6.486242s,4.523999s,4.524000s,0.000000s,Map,completed,1
dba4b1eb-3f71c8fc-3f403e8-366ca506,1,0,268.392446s,284.330000s,18.001263s,15.651000s,15.651000s,0.000000s,Map,completed,1
3d347675-c49cefd9-3f403e8-194849be,1,0,282.425467s,288.186000s,8.098566s,5.477000s,5.477000s,0.000000s,Map,completed,1
10c1b874-bfe8f33f-3f403e8-47e04493,2,0,266.847711s,288.614000s,23.421615s,38.494999s,20.950000s,0.000000s,Map,completed,1
c036d92d-f6386408-3f403e8-446cdc1e,61,0,275.395297s,289.941000s,22.414244s,344.552953s,7.834000s,0.000000s,MapReduce,completed,1
f23c465b-c710b8b9-3f403e8-d706377b,1,0,289.386463s,292.375000s,4.920298s,2.647999s,2.648000s,0.000000s,Merge,completed,1
a6d9507c-e22cf7a1-3f403e8-a4270c13,14,0,210.668842s,292.555000s,82.761495s,1052.667992s,81.030000s,0.000000s,Map,completed,1
c7b15478-86e32432-3f403e8-a3f84258,2,0,266.219213s,293.021000s,29.106410s,51.490999s,26.356000s,0.000000s,Map,completed,1
21b8235d-1c903713-3f403e8-b22470a7,1,0,288.254557s,293.100000s,6.808971s,4.377000s,4.377000s,0.000000s,Merge,completed,1
ea96af42-ce6b211f-3f403e8-2e851824,39,0,277.720872s,293.276000s,21.806058s,160.403982s,7.566000s,0.000000s,Sort,failed,1
b47fab6b-7e77ce88-3f403e8-264190cf,25,0,261.911147s,293.422000s,33.211391s,599.323991s,30.772000s,0.000000s,Map,completed,1
996bbe94-6b5d853d-3f403e8-8d5e4bb7,1,0,290.546738s,294.012000s,5.422562s,3.284000s,3.284000s,0.000000s,Merge,completed,1
b33731ff-19097bb5-3f403e8-b2402e05,1,0,291.352555s,295.535000s,5.981011s,3.803000s,3.803000s,0.000000s,Merge,completed,1
56f50ff3-28ae3949-3f403e8-8b296cee,1,0,292.195241s,295.799000s,5.921849s,3.063999s,3.064000s,0.000000s,Merge,completed,1
65e26f2e-6dcd1ba4-3f403e8-28105841,137,0,239.482610s,296.075000s,67.320389s,2399.062908s,35.650000s,0.000000s,MapReduce,completed,1
2c2df667-831687f7-3f403e8-2e28e44c,1,0,293.089294s,296.804000s,4.969650s,3.067999s,3.068000s,0.000000s,Merge,completed,1
66d64642-301742c5-3f403e8-e3c52d19,1,0,294.648033s,297.387000s,4.893130s,2.648999s,2.649000s,0.000000s,Merge,completed,1
b2d08bd7-a986829d-3f403e8-2ea1f598,1,0,293.745160s,298.171000s,5.574486s,3.433000s,3.433000s,0.000000s,Merge,completed,1
40519155-bbc43670-3f403e8-4392ce6a,1,0,292.295782s,298.250000s,8.420215s,5.514999s,5.515000s,0.000000s,Map,completed,1
fd31ba0c-7e064eb5-3f403e8-ccf9b5cf,3216,0,261.514234s,298.723000s,99.004644s,57277.062432s,36.981000s,0.000000s,Reduce,completed,1
1108338a-90e6c234-3f403e8-2570cb3a,1,0,295.350201s,299.329000s,5.892534s,3.590000s,3.590000s,0.000000s,Merge,completed,1
ea46d50f-596527b4-3f403e8-f1d638ea,1,0,294.096024s,299.950000s,7.471890s,5.211999s,5.212000s,0.000000s,Map,completed,1
5227fca1-c8a65342-3f403e8-dda28f3e,1,0,297.718040s,300.310000s,4.874157s,2.566999s,2.567000s,0.000000s,Merge,completed,1
689aa696-c3175917-3f403e8-3b1e0580,1,0,296.883102s,301.328000s,5.552455s,3.584999s,3.585000s,0.000000s,Merge,completed,1
cd691b8a-d330eca4-3f403e8-7d2cddf3,1,0,296.125330s,302.827000s,8.077774s,6.085000s,6.085000s,0.000000s,Merge,completed,1
8ac0a354-8aa50eda-3f403e8-2fee2817,1,0,293.011308s,303.218000s,11.007154s,8.933000s,8.933000s,0.000000s,Vanilla,completed,1
874ad962-56c0a2c5-3f403e8-d4b25584,1,0,296.381642s,306.512000s,9.282343s,7.226999s,7.227000s,0.000000s,Vanilla,completed,1
98b7caff-91d166d9-3f403e8-9d31497f,215,0,230.384414s,309.655000s,353.730908s,9669.673917s,73.687000s,0.000000s,Map,completed,1
d8eb3515-6261ed8f-3f403e8-3536bebb,2,0,243.354815s,310.095000s,69.085975s,127.414000s,66.485000s,0.000000s,Map,completed,1
54d13585-6f785be4-3f403e8-f92c6df,2,0,303.729959s,310.583000s,9.927685s,6.794999s,3.816000s,0.000000s,MapReduce,completed,1
3ae4ef5-b06c6d58-3f403e8-c75b6160,118,0,276.704658s,310.654000s,46.702647s,1085.601945s,16.079000s,0.000000s,MapReduce,completed,1
ae427773-5967a513-3f403e8-b0bc2851,92,0,289.347548s,310.718000s,30.890270s,464.757952s,12.618000s,0.000000s,MapReduce,completed,1
14ee2140-a6439741-3f403e8-9630adfe,60,0,120.042055s,311.616000s,246.305793s,3175.643972s,162.089000s,0.000000s,MapReduce,completed,1
cdfe3d6e-112a764a-3f403e8-6f03d33,1,0,303.361406s,311.818000s,10.904337s,8.054999s,8.055000s,0.000000s,Map,completed,1
9287a824-cdeede83-3f403e8-b949c3ec,35,0,298.548814s,313.350000s,23.610097s,180.094984s,7.585000s,0.000000s,Sort,failed,1
4fba09ea-dec83fa2-3f403e8-5b0e05d6,1,0,304.786217s,313.454000s,8.871284s,6.942000s,6.942000s,0.000000s,Vanilla,completed,1
a020a087-680f033e-3f403e8-bf2abdb1,137,0,260.048926s,313.735000s,65.205492s,2260.716917s,34.761000s,0.000000s,MapReduce,completed,1
a47cb932-86d3e429-3f403e8-229c433b,35,0,297.282723s,314.683000s,25.596571s,254.234984s,11.097000s,0.000000s,MapReduce,completed,1
27d8533a-ee41937d-3f403e8-abeb5680,148,0,290.568718s,315.022000s,34.301562s,949.022932s,12.219000s,0.000000s,MapReduce,completed,1
e984065f-1b28e00d-3f403e8-4bde3b13,3,0,310.296634s,315.028000s,6.580427s,9.893997s,4.236000s,0.000000s,Merge,completed,1
622adb0f-c42e15b0-3f403e8-75d0d007,50,0,298.509617s,316.648000s,20.824052s,598.113975s,17.888000s,0.000000s,Map,completed,1
182e41f0-c19a5cd0-3f403e8-aed5f632,3,0,308.958438s,318.401000s,10.436499s,24.352998s,8.623000s,0.000000s,Map,failed,1
2db71e21-b7ac3fba-3f403e8-69922ee0,1,0,315.058057s,319.463000s,5.222086s,3.671000s,3.671000s,0.000000s,Merge,completed,1
5b90b175-386fc881-3f403e8-4dde60fc,1,0,314.066614s,319.509000s,6.255506s,4.714999s,4.715000s,0.000000s,Merge,completed,1
a5ec744f-88b077ed-3f403e8-31f5dad4,119,0,282.233244s,319.906000s,48.036483s,1153.535922s,25.668000s,0.000000s,MapReduce,completed,1
ad3fb46-c0a32668-3f403e8-8492ab3c,1,0,316.365798s,320.110000s,4.624672s,3.317000s,3.317000s,0.000000s,Sort,completed,1
7f2f53bb-20f89e1d-3f403e8-7d9f884e,3,0,297.749883s,321.061000s,24.972569s,44.071998s,22.308000s,0.000000s,Map,completed,1
ec33c19d-91424c2b-3f403e8-5866138d,1,0,316.911788s,321.465000s,5.766395s,3.669000s,3.669000s,0.000000s,Merge,completed,1
ae401a2c-9c3dd2ff-3f403e8-51c00a61,119,0,277.150045s,321.727000s,55.544243s,1627.264942s,27.033000s,0.000000s,MapReduce,completed,1
669f1ac9-40124b7f-3f403e8-b7fc9741,1,0,319.187002s,321.770000s,2.921948s,1.952999s,1.953000s,0.000000s,Sort,failed,1
1d3840d6-83e6baa6-3f403e8-b8b345b6,147,0,292.658609s,322.113000s,37.611889s,1138.302924s,17.153000s,0.000000s,MapReduce,completed,1
1c00d7db-faeefb03-3f403e8-ecf8e442,188,0,238.579792s,322.424000s,288.593632s,8502.609927s,75.770000s,0.000000s,Map,completed,1
6549b9fa-a0f8da6e-3f403e8-c4e66f96,50,0,309.927566s,322.892000s,14.012784s,515.833966s,12.110000s,0.000000s,Map,completed,1
7531ac4c-64f9a880-3f403e8-9fcb97d1,674,0,0.000000s,322.921000s,459.614495s,5234.595674s,308.782000s,0.000000s,MapReduce,completed,0
66359f38-a0eb83dc-3f403e8-66487817,1,0,320.206344s,323.662000s,4.663178s,2.858999s,2.859000s,0.000000s,Sort,completed,1
4db49b41-645ebb8c-3f403e8-64bc40f5,1,0,318.469296s,324.389000s,7.920966s,5.591000s,5.591000s,0.000000s,Merge,completed,1
55ded312-223d62be-3f403e8-98e04afc,2,0,310.247649s,324.630000s,18.804299s,13.169998s,8.357000s,0.000000s,MapReduce,completed,1
180b3291-e9e8f9bd-3f403e8-2c345f27,4,0,308.456062s,324.741000s,19.963611s,29.046998s,8.721000s,0.000000s,MapReduce,completed,1
ebf7f9d8-95003951-3f403e8-25f6a9f2,1,0,320.885402s,325.563000s,5.578989s,3.756999s,3.757000s,0.000000s,Merge,completed,1
d25c178-e3e90094-3f403e8-8665974e,1,0,322.581374s,326.113000s,5.616084s,3.305999s,3.306000s,0.000000s,Merge,completed,1
f351b299-4b9290d3-3f403e8-e13e2609,1,0,313.898467s,326.114000s,13.664067s,11.323999s,11.324000s,0.000000s,Map,completed,1
b659ccbf-84ebb8ad-3f403e8-3c9bd34c,1,0,323.469201s,327.285000s,5.966182s,3.468000s,3.468000s,0.000000s,Merge,completed,1
ebad5707-9793d31d-3f403e8-7e80f2cc,1,0,321.851984s,328.589000s,7.926934s,5.781999s,5.782000s,0.000000s,Merge,completed,1
8ce7a89b-79d74a5f-3f403e8-edd590ef,1,0,320.076126s,328.733000s,9.911877s,7.930000s,7.930000s,0.000000s,Merge,completed,1
e846dc0c-6fe77be9-3f403e8-1ac164b7,1,0,313.112528s,328.745000s,16.562915s,14.955000s,14.955000s,0.000000s,Sort,completed,1
d428848b-fad4c5b1-3f403e8-13ed0241,1,0,325.040547s,329.181000s,5.155795s,3.364000s,3.364000s,0.000000s,Merge,completed,1
90f1368a-bda78c10-3f403e8-9a395408,1,0,326.377245s,329.513000s,4.115481s,2.694999s,2.695000s,0.000000s,Merge,completed,1
c5ca0a53-db360a96-3f403e8-81f19fe3,1,0,327.057888s,334.174000s,8.933607s,6.349999s,6.350000s,0.000000s,Map,completed,1
db6817d7-ebd759ee-3f403e8-6bed6048,1,0,328.565013s,334.484000s,8.436943s,5.661999s,5.662000s,0.000000s,Map,completed,1
9de85d59-b11f38d5-3f403e8-17b9d88d,2,0,244.186353s,335.352000s,164.401607s,156.308999s,90.742000s,0.000000s,Merge,completed,1
83518968-e1753054-3f403e8-c6de8f81,1,0,330.133374s,336.099000s,7.310678s,5.273000s,5.273000s,0.000000s,Map,completed,1
8682a293-3f90ff3-3f403e8-5a3a39cc,1,0,330.096979s,336.598000s,7.993139s,5.771999s,5.772000s,0.000000s,Map,completed,1
802f7c39-e4927bc6-3f403e8-3cccb93,1,0,315.852224s,338.316000s,23.870723s,21.522999s,21.523000s,0.000000s,Map,completed,1
2f6ebe91-a56686bb-3f403e8-5b7a1e5e,1,0,335.242346s,338.676000s,4.011005s,2.834999s,2.835000s,0.000000s,Sort,failed,1
bac2b19a-4dfdee9f-3f403e8-b1312941,23,0,296.456686s,339.118000s,51.997480s,402.986991s,24.004000s,0.000000s,MapReduce,completed,1
9e574ea7-9a3bd0f2-3f403e8-a988de81,1,0,333.111813s,341.821000s,10.201553s,7.981000s,7.981000s,0.000000s,Map,completed,1
d6cdebc7-bc71df39-3f403e8-6c6b564,1,0,337.698828s,344.062000s,8.832479s,6.216000s,6.216000s,0.000000s,Map,completed,1
7b93c322-79e174b2-3f403e8-d2b2a926,1,0,317.661561s,347.500000s,37.106744s,29.704000s,29.704000s,0.000000s,Merge,completed,1
98eac6c5-72d57146-3f403e8-adc8a213,1,0,340.790816s,347.650000s,9.484285s,6.794000s,6.794000s,0.000000s,Map,completed,1
ec692274-61802e32-3f403e8-4ee47db2,1,0,336.253382s,348.143000s,13.386775s,11.301000s,11.301000s,0.000000s,Map,completed,1
c076cbf4-100e314b-3f403e8-d82e1d9,291,1,0.000000s,348.202000s,600.000000s,42931.202846s,338.984000s,59.252000s,Map,completed,0
9bc23eae-28a3a6b2-3f403e8-553d315,6,0,330.974280s,350.463000s,21.682950s,66.308996s,14.820000s,0.000000s,Map,completed,1
5872059d-5c143e82-3f403e8-111ef835,4,0,334.539867s,350.609000s,18.554573s,59.989999s,15.759000s,0.000000s,Map,completed,1
ee08821c-b9aec8fe-3f403e8-bcf0d481,2,0,331.288252s,351.134000s,21.253801s,35.000999s,19.306000s,0.000000s,Map,completed,1
