id,job_count,preempted_job_count,start_time,finish_time,real_duration,jobs_total_duration,job_max_duration,preempted_jobs_total_duration,operation_type,operation_state,in_timeframe
73787549-25940c58-3f403e8-c5505f4a,2887,0,0.000000s,353.330000s,384.261451s,535914.635580s,272.255000s,0.000000s,JoinReduce,completed,0
b1050eb2-d24d35ba-3f403e8-30524149,2,0,340.905742s,353.537000s,14.481774s,22.844999s,11.680000s,0.000000s,Map,completed,1
99f21c3a-ff65d72e-3f403e8-6742071,10,0,336.220866s,355.200000s,20.529170s,158.100996s,18.358000s,0.000000s,Map,completed,1
a489b726-b207b9f7-3f403e8-a5cc1692,3,0,298.595169s,356.113000s,59.683721s,125.268000s,57.360000s,0.000000s,Map,completed,1
868f8989-d544e793-3f403e8-e685d73f,27,0,340.989491s,356.814000s,22.398785s,111.445989s,7.648000s,0.000000s,Sort,failed,1
b762f01d-3c618e4c-3f403e8-b4a92cdd,329,0,306.814182s,357.319000s,293.185818s,10532.087859s,49.534000s,0.000000s,Map,completed,0
c114d815-a991e1d-3f403e8-eadd129a,6,0,340.708030s,357.682000s,25.064169s,77.723996s,16.826000s,0.000000s,Map,completed,1
7d510b9a-7ec8962a-3f403e8-a5fd176,45,0,258.178878s,359.524000s,107.759299s,2119.950980s,80.838000s,0.000000s,MapReduce,failed,1
3d255a6e-41019e47-3f403e8-c1f4e7dc,21,0,0.000000s,361.198000s,415.643084s,4903.336993s,309.474000s,0.000000s,Map,completed,0
6f43b02e-27197940-3f403e8-b6c14332,2,0,316.158501s,365.858000s,55.903083s,90.482999s,49.065000s,0.000000s,Merge,completed,1
7ec010dc-334fd08-3f403e8-67a12218,1,0,359.734007s,366.180000s,9.249767s,6.257999s,6.258000s,0.000000s,Map,completed,1
a5c2832f-b5f9cc1d-3f403e8-1586efe5,1,0,319.347431s,369.644000s,56.567336s,49.826999s,49.827000s,0.000000s,Merge,completed,1
d604c5b5-58cc1fde-3f403e8-aaabed60,4,0,355.773807s,370.330000s,17.141328s,51.246996s,14.434000s,0.000000s,Map,completed,1
e7c97e71-94c2f979-3f403e8-b1989407,57,0,330.316882s,370.401000s,67.502430s,556.405955s,29.545000s,0.000000s,MapReduce,completed,1
dc1ec892-fa24de82-3f403e8-288f3987,7,0,329.867177s,370.536000s,44.035847s,145.947994s,28.494000s,0.000000s,Map,completed,1
ab9ab349-9be80910-3f403e8-8085c2b,1,0,366.818131s,370.743000s,6.250798s,3.810999s,3.811000s,0.000000s,Sort,completed,1
993ec602-7da0751-3f403e8-4aed6e04,346,0,327.908449s,372.278000s,272.091551s,10116.449945s,43.239000s,0.000000s,Map,completed,0
5ec3ba36-82e63a2b-3f403e8-59728c41,226,0,346.518302s,372.433000s,30.710655s,2659.032884s,25.537000s,0.000000s,Map,completed,1
6ec9fe21-3f378f4-3f403e8-9daf01c6,1,0,368.418499s,375.242000s,7.642472s,5.956999s,5.957000s,0.000000s,Vanilla,completed,1
3d718b2-cc24ff24-3f403e8-d8024382,1,0,373.677615s,376.724000s,4.473036s,2.768000s,2.768000s,0.000000s,Merge,completed,1
9a578791-dea2ae9-3f403e8-dcebd7ca,5,0,322.947316s,376.772000s,55.252640s,121.402996s,52.955000s,0.000000s,Reduce,completed,1
722172b4-69cf9cde-3f403e8-24526634,1,0,372.743910s,377.562000s,7.117273s,4.620000s,4.620000s,0.000000s,Merge,completed,1
433710da-c01f2ab6-3f403e8-147252a2,1,0,375.520995s,379.221000s,5.182147s,3.267999s,3.268000s,0.000000s,Merge,completed,1
5ada98ba-1b705fe-3f403e8-bf461219,2,0,360.343691s,379.270000s,20.539917s,34.207997s,18.356000s,0.000000s,Map,completed,1
7de57c6c-1400e048-3f403e8-7d85a2ce,1,0,371.616609s,382.200000s,9.440419s,7.914999s,7.915000s,0.000000s,Vanilla,completed,1
cb6f1de1-fe3c4b5e-3f403e8-92bad33f,47,0,369.554928s,382.949000s,72.169666s,191.416976s,7.893000s,0.000000s,Sort,completed,1
18dfad95-7688b09b-3f403e8-fc583991,1,0,377.162341s,382.962000s,6.909114s,5.002000s,5.002000s,0.000000s,Merge,completed,1
ab277308-b2bb99bf-3f403e8-a19607a9,1,0,378.543769s,383.057000s,5.929056s,4.090000s,4.090000s,0.000000s,Merge,completed,1
e0122f0a-48edaf07-3f403e8-63d5aefe,1,0,379.356403s,383.163000s,5.116710s,3.196000s,3.196000s,0.000000s,Merge,completed,1
dfe35f29-2df53e4c-3f403e8-975a0ae4,1,0,380.862267s,384.541000s,5.865872s,3.570999s,3.571000s,0.000000s,Merge,completed,1
4994a44-4d892a55-3f403e8-b2c74741,1,0,381.707935s,386.241000s,5.827934s,4.269999s,4.270000s,0.000000s,Merge,completed,1
a71b5f86-24901b97-3f403e8-1885fb2d,5,0,372.860271s,386.690000s,17.350743s,39.643999s,13.748000s,0.000000s,Map,completed,1
4fd6c629-bc835f4d-3f403e8-8197cb10,1,0,380.012527s,388.128000s,8.003382s,5.927999s,5.928000s,0.000000s,Vanilla,completed,1
441a41d3-ab6880b5-3f403e8-e2789fb8,47,0,373.523625s,388.363000s,76.591697s,199.116978s,8.396000s,0.000000s,Sort,completed,1
5ddfa71f-19411f22-3f403e8-cab3ddf,47,0,374.457861s,389.506000s,79.394200s,197.359965s,7.535000s,0.000000s,Sort,completed,1
871dc043-bcbbe005-3f403e8-477046b4,1,0,380.124035s,389.822000s,11.009863s,8.851999s,8.852000s,0.000000s,Merge,completed,1
1d0d5db3-fc8c14-3f403e8-a5eae0f7,222,0,347.907323s,390.918000s,46.389064s,3597.504857s,42.032000s,0.000000s,Map,completed,1
139c56e1-8f710459-3f403e8-ddd3fb68,38,0,356.467845s,391.133000s,37.458250s,576.718982s,34.233000s,0.000000s,Map,completed,1
1b3dca90-8594841d-3f403e8-625d8cc6,50,0,375.385674s,391.192000s,17.725273s,513.655981s,15.235000s,0.000000s,Map,completed,1
e831cdba-4e379b94-3f403e8-79e12418,1,0,376.311818s,392.812000s,17.747959s,15.855000s,15.855000s,0.000000s,Merge,completed,1
c06d527b-b32fb830-3f403e8-744e5bb2,1,0,357.345669s,393.204000s,37.316499s,35.301000s,35.301000s,0.000000s,Map,completed,1
f2d8063d-453d4a82-3f403e8-d72f7f1,2,0,380.036939s,394.072000s,16.363088s,12.558998s,6.476000s,0.000000s,MapReduce,completed,1
2347049e-cb9cce3a-3f403e8-759c1d50,24,0,381.559638s,395.561000s,16.083531s,218.807982s,13.586000s,0.000000s,Map,completed,1
18d48c59-2a20ce58-3f403e8-3ae5fcf5,1,0,402.714797s,406.725000s,5.307699s,3.689998s,3.690000s,0.000000s,RemoteCopy,completed,1
f03efe70-a13fc497-3f403e8-a7111a04,1,0,402.714720s,408.061000s,6.954137s,5.025999s,5.026000s,0.000000s,Map,completed,1
ed4e4e38-33ebc379-3f403e8-1b3be833,1,0,377.894063s,413.041000s,42.758724s,35.080999s,35.081000s,0.000000s,Merge,completed,1
c174d2f-a929ce2d-3f403e8-7cdedf15,1,0,410.570954s,413.601000s,4.444492s,2.546999s,2.547000s,0.000000s,Merge,completed,1
72af3329-b8b32f31-3f403e8-dda9556f,4,0,400.450725s,413.675000s,16.227487s,20.741996s,6.548000s,0.000000s,MapReduce,completed,1
51834601-f841129e-3f403e8-2c467f00,5,0,387.766151s,413.955000s,29.798169s,36.747999s,15.934000s,0.000000s,MapReduce,failed,1
81d18d97-1039bb1e-3f403e8-11456251,1842,0,344.763997s,415.018000s,77.480386s,12033.910188s,24.590000s,0.000000s,RemoteCopy,completed,1
6dd9c179-f92c0ef0-3f403e8-787ffb37,4,0,403.557861s,415.093000s,15.799302s,21.286000s,5.812000s,0.000000s,MapReduce,completed,1
d1e43de-a769f799-3f403e8-8e42cd33,2,0,374.730046s,415.231000s,46.854389s,75.074999s,40.281000s,0.000000s,Merge,completed,1
a50e75ea-5038ecf0-3f403e8-b47247dc,82,0,0.000000s,416.916000s,333.266799s,22109.087962s,331.923000s,0.000000s,Merge,completed,0
648e4826-cf63ac1b-3f403e8-8274c447,3,0,389.525373s,417.747000s,29.758759s,55.199000s,27.747000s,0.000000s,Map,completed,1
abdc533b-e9cf85c3-3f403e8-dc9ddbf6,25,0,403.383205s,418.164000s,27.120630s,99.935991s,7.110000s,0.000000s,Sort,failed,1
4d3abcbe-de7b621e-3f403e8-907a87d2,13,0,221.652968s,419.073000s,200.955908s,418.386990s,191.502000s,0.000000s,MapReduce,completed,1
a78e8b29-cdc90410-3f403e8-94744ed2,36,0,399.846190s,419.569000s,28.730761s,287.121984s,13.874000s,0.000000s,MapReduce,completed,1
cf2f5e77-9081cdb0-3f403e8-134bbde7,4,0,403.777001s,420.263000s,22.190043s,29.697998s,8.206000s,0.000000s,MapReduce,completed,1
ae23505c-9463cdc8-3f403e8-d63c4f8,1,0,416.338526s,421.148000s,6.059345s,4.081000s,4.081000s,0.000000s,Merge,completed,1
3004ffba-4c84ff55-3f403e8-ad055e93,45,0,407.413394s,422.934000s,22.707878s,217.661960s,7.423000s,0.000000s,MapReduce,completed,1
cc681803-5445a684-3f403e8-4f0d71ca,11,0,409.493175s,423.806000s,17.447885s,57.831995s,6.739000s,0.000000s,MapReduce,completed,1
75536463-13a9000e-3f403e8-84278e37,2,0,407.247316s,424.509000s,19.571353s,15.455997s,9.018000s,0.000000s,MapReduce,completed,1
a1715352-fb7b3f93-3f403e8-1c4d919d,1,0,423.547400s,429.825000s,7.971181s,5.739000s,5.739000s,0.000000s,Map,completed,1
7b10ec68-e6be7c02-3f403e8-c8407c08,1,0,426.670754s,432.671000s,7.527036s,5.578999s,5.579000s,0.000000s,Map,completed,1
12034088-74b65c96-3f403e8-4a9908ff,125,0,413.618089s,433.526000s,27.977854s,607.118947s,11.444000s,0.000000s,MapReduce,completed,1
96039ff8-5ceb39c2-3f403e8-9fe23732,2,0,425.664125s,433.840000s,11.320285s,7.298998s,4.740000s,0.000000s,MapReduce,completed,1
4da0fddd-25281ff3-3f403e8-6e63ce9f,1,0,429.687084s,434.129000s,6.027634s,4.026999s,4.027000s,0.000000s,RemoteCopy,completed,1
ccb8f63e-e2f10555-3f403e8-c1458ce6,1,0,428.704792s,436.035000s,8.740890s,6.935000s,6.935000s,0.000000s,Map,failed,1
4eef7006-81c7f3da-3f403e8-a762dffc,1,0,432.099667s,436.971000s,7.729827s,4.863998s,4.864000s,0.000000s,Map,completed,1
241a4d5e-33857956-3f403e8-480f2015,1,0,432.695334s,438.232000s,7.591071s,5.121998s,5.122000s,0.000000s,Map,completed,1
9551c403-6d6a83b2-3f403e8-a769c847,1,0,431.921921s,438.362000s,9.114144s,6.254999s,6.255000s,0.000000s,Map,completed,1
2cf4ee92-c81010b9-3f403e8-fb67de96,177,0,369.680609s,439.198000s,230.319391s,6032.757917s,69.184000s,0.000000s,Map,completed,0
f32fc35b-182008a-3f403e8-cedaa87b,1,0,432.190664s,439.397000s,8.310016s,6.286999s,6.287000s,0.000000s,Sort,failed,1
39e10c1e-f9574d5-3f403e8-bb025ef,4,0,430.135505s,440.279000s,16.427372s,26.527997s,9.176000s,0.000000s,RemoteCopy,completed,1
a528f4cd-ac8173d1-3f403e8-e8635481,44,0,408.596320s,441.218000s,41.695506s,315.197984s,24.149000s,0.000000s,MapReduce,completed,1
34454bf0-f64f53d1-3f403e8-e684862e,1,0,438.793774s,442.010000s,4.260037s,2.865999s,2.866000s,0.000000s,Sort,completed,1
8b4e9f6d-ac1898cf-3f403e8-65c48933,1,0,435.863538s,442.102000s,8.984781s,5.980999s,5.981000s,0.000000s,Map,completed,1
e3ad7e2-d82e5fc1-3f403e8-65825fb8,1,0,438.745494s,442.125000s,4.840599s,2.980999s,2.981000s,0.000000s,Merge,completed,1
79109a10-45295c09-3f403e8-9d9f500c,9,0,340.793826s,442.335000s,246.523924s,713.203993s,101.478000s,0.000000s,Merge,completed,1
8a85e268-3f737a85-3f403e8-62800f1b,3216,0,374.605032s,443.909000s,142.055037s,119874.758420s,68.617000s,0.000000s,Reduce,completed,1
e6eab7c7-b272cc43-3f403e8-120ba642,1,0,442.358384s,444.702000s,3.176740s,1.555999s,1.556000s,0.000000s,Sort,failed,1
1cb64865-1723324d-3f403e8-44d7e1a5,125,0,397.210554s,445.853000s,55.931529s,1725.996910s,24.401000s,0.000000s,MapReduce,completed,1
c6bc8b0-82f54667-3f403e8-54f0de8e,143,0,371.898331s,447.497000s,80.889454s,3314.489908s,75.556000s,0.000000s,Map,completed,1
850c26c3-dbc4f765-3f403e8-9de56d58,1,0,445.531480s,449.423000s,5.378270s,3.266000s,3.266000s,0.000000s,Merge,completed,1
f6295104-bca4bb52-3f403e8-e1b103c8,1,0,444.727981s,449.592000s,6.181655s,4.438999s,4.439000s,0.000000s,Merge,completed,1
6e9d591e-3316ac19-3f403e8-9f770537,1,0,443.698331s,451.330000s,8.929075s,7.045000s,7.045000s,0.000000s,Vanilla,completed,1
54123ab0-c174ed64-3f403e8-6319a6b1,1,0,446.803604s,453.777000s,8.904546s,6.617000s,6.617000s,0.000000s,Map,completed,1
4f40c217-9175b487-3f403e8-da6afa95,4,0,428.975041s,454.392000s,28.434798s,73.624001s,25.292000s,0.000000s,Map,completed,1
51d5493e-396ac8d3-3f403e8-943156b5,151,0,417.662324s,458.221000s,48.074774s,1239.893932s,24.406000s,0.000000s,MapReduce,completed,1
1c895236-c9cbed20-3f403e8-745a6a99,2,0,450.557770s,458.504000s,10.315110s,7.182000s,4.316000s,0.000000s,MapReduce,completed,1
be5624d1-a4813dfa-3f403e8-8c292db9,50,0,441.330259s,459.061000s,20.103017s,555.998979s,16.915000s,0.000000s,Map,completed,1
28efc91c-e2f327f3-3f403e8-e4c94687,1,0,448.761358s,460.509000s,13.011858s,11.325999s,11.326000s,0.000000s,Merge,completed,1
547ba84b-cb8744bb-3f403e8-4d1c6fc2,1,0,446.923985s,462.374000s,15.885063s,13.088999s,13.089000s,0.000000s,Vanilla,completed,1
88e80507-f37f436-3f403e8-2a18746f,1,0,459.733882s,465.070000s,6.970591s,4.873999s,4.874000s,0.000000s,Map,completed,1
f338c1f0-1c1a9444-3f403e8-eb8d8fb4,1,0,460.391970s,466.628000s,7.706001s,5.428999s,5.429000s,0.000000s,Map,completed,1
a7659643-d142d6f2-3f403e8-4607f925,26,0,184.902049s,468.424000s,288.244711s,632.598981s,274.953000s,0.000000s,MapReduce,completed,1
bf37629d-42a43c17-3f403e8-99fb5656,1,0,455.320622s,469.225000s,12.047320s,9.939999s,9.940000s,0.000000s,Vanilla,completed,1
a70f9037-39a50bef-3f403e8-ad9cd743,1,0,466.193253s,469.552000s,4.979676s,3.337999s,3.338000s,0.000000s,Sort,failed,1
6943be26-d8743b93-3f403e8-88365c5,102,0,430.518903s,477.294000s,121.730112s,1236.434948s,31.137000s,0.000000s,MapReduce,completed,1
f5d072e8-d09be87c-3f403e8-adc7db6b,164,0,437.339103s,477.757000s,162.660897s,4293.548930s,39.629000s,0.000000s,Map,completed,0
d7ddd524-e84b63b6-3f403e8-e0a4e3c1,24,0,401.768608s,481.053000s,86.273568s,980.350978s,58.768000s,0.000000s,Map,completed,1
84d11e0a-901a7ff5-3f403e8-9ba447a9,95,0,431.404101s,482.698000s,130.593410s,1224.117935s,35.538000s,0.000000s,MapReduce,completed,1
5a185b4e-c4527f9-3f403e8-dc766209,1,0,470.398811s,483.577000s,14.883913s,12.349000s,12.349000s,0.000000s,Map,completed,1
460ed83c-675cf24c-3f403e8-e70cc58b,2,0,468.207765s,484.037000s,20.148666s,15.538998s,7.793000s,0.000000s,MapReduce,completed,1
93092ab6-e2a5bbeb-3f403e8-adb33171,2,0,467.995994s,484.499000s,21.003512s,15.728997s,8.255000s,0.000000s,MapReduce,completed,1
fe09a22f-c51b0360-3f403e8-856dc9c6,25,0,469.190479s,485.808000s,25.667456s,182.736982s,10.812000s,0.000000s,MapReduce,completed,1
d46f99ea-bbde0cd4-3f403e8-e807c344,9,0,424.766090s,488.496000s,67.766426s,205.263993s,38.327000s,0.000000s,MapReduce,completed,1
b08850f2-9bcafb30-3f403e8-87912d2b,1,0,465.315792s,488.516000s,24.811388s,22.301999s,22.302000s,0.000000s,Map,completed,1
8d3f0c4e-52259d1c-3f403e8-852c2e33,59,0,472.604453s,489.703000s,26.094952s,354.050961s,9.734000s,0.000000s,MapReduce,completed,1
348a0cf0-822b2cb0-3f403e8-c219354a,103,0,484.042950s,493.293000s,15.852539s,332.338940s,8.966000s,0.000000s,Map,completed,1
2f529077-2cc0001d-3f403e8-d3b4f7f2,32,0,0.000000s,494.629000s,600.000000s,6679.176955s,494.612000s,0.000000s,Merge,completed,0
c8b3d57a-235dc09a-3f403e8-7e837ac,1,0,494.509600s,498.841000s,5.450981s,3.544999s,3.545000s,0.000000s,Sort,completed,1
9f8017e2-4dd1624-3f403e8-700f2294,118,0,472.962118s,500.324000s,35.908090s,1118.956938s,14.127000s,0.000000s,MapReduce,completed,1
308068c1-1b078305-3f403e8-a95705a1,57,0,453.286673s,501.145000s,50.186484s,1907.232973s,46.903000s,0.000000s,Map,completed,1
886f4b52-13f35451-3f403e8-d0289a50,1,0,496.180413s,502.034000s,8.621291s,5.733998s,5.734000s,0.000000s,Map,completed,1
741556a6-9e2644e5-3f403e8-824dee4,1,0,498.895607s,502.498000s,5.097372s,3.178000s,3.178000s,0.000000s,Sort,completed,1
24eb249f-a1568078-3f403e8-8c510b9b,8,0,478.359527s,503.464000s,26.885567s,45.369994s,19.200000s,0.000000s,MapReduce,failed,1
e7580008-c1d8743d-3f403e8-5d28c545,1,0,499.958515s,503.984000s,5.328074s,3.673999s,3.674000s,0.000000s,Sort,completed,1
a66491ac-13feccce-3f403e8-d78bad54,1,0,463.555978s,505.798000s,48.452414s,41.587999s,41.588000s,0.000000s,Merge,completed,1
cb236b19-c17e9de1-3f403e8-6359358f,1,0,501.783842s,506.495000s,6.224122s,4.178999s,4.179000s,0.000000s,Merge,completed,1
78756d83-87c0a6ea-3f403e8-e8e8920d,1,0,503.872770s,507.085000s,4.665886s,2.759999s,2.760000s,0.000000s,Merge,completed,1
52b2a946-9d45cdfb-3f403e8-5abac3bd,119,0,474.722730s,508.050000s,46.115967s,1121.233943s,22.593000s,0.000000s,MapReduce,completed,1
33fef0dc-86b75379-3f403e8-b0058524,1,0,505.248207s,510.558000s,7.987503s,5.235999s,5.236000s,0.000000s,Map,completed,1
ffd0f5f7-adf88a11-3f403e8-60dd29b4,753,0,451.199561s,512.413000s,129.559094s,10368.390792s,30.117000s,0.000000s,Sort,completed,1
70e79872-c5ca0acb-3f403e8-80ddd334,1,0,506.969253s,512.588000s,7.126637s,5.259999s,5.260000s,0.000000s,Map,completed,1
70713c87-d910fc8e-3f403e8-36da7332,676,0,484.734976s,514.693000s,115.265024s,3221.244703s,29.385000s,0.000000s,Map,completed,0
908e82d6-fb3a271e-3f403e8-2087d76f,1,0,506.539622s,515.439000s,10.966222s,8.110999s,8.111000s,0.000000s,Map,completed,1
d819fd20-992888d8-3f403e8-b0780d05,29,0,491.145244s,517.736000s,95.094487s,189.997974s,19.426000s,0.000000s,Sort,completed,1
14537ebe-62bd5eee-3f403e8-694ab896,1,0,512.586546s,518.876000s,7.824073s,5.533999s,5.534000s,0.000000s,Map,completed,1
5bdb2210-e911c08e-3f403e8-372775f9,119,0,470.752277s,522.438000s,60.828757s,1646.841956s,30.347000s,0.000000s,MapReduce,completed,1
48f0c6f5-6c67ceb8-3f403e8-94ed8eff,3,0,498.987902s,522.754000s,25.586004s,39.252000s,23.416000s,0.000000s,Map,completed,1
b54b8e7c-56cfdaac-3f403e8-47dceaab,1,0,515.790987s,523.288000s,9.265608s,6.934999s,6.935000s,0.000000s,Map,completed,1
c449c7e1-e936729c-3f403e8-fb96fae4,27,0,473.984210s,523.784000s,57.653420s,566.696988s,36.571000s,0.000000s,Map,completed,1
2f46600a-3846a6e8-3f403e8-6ab85ca,2,0,502.401243s,525.518000s,27.305001s,22.166998s,15.009000s,0.000000s,MapReduce,completed,1
938d904c-8cb979f7-3f403e8-b16071,201,0,483.952568s,525.546000s,47.685450s,3577.172890s,41.156000s,0.000000s,Map,completed,1
2132944-32d17f28-3f403e8-d76d8def,2,0,501.731891s,526.015000s,27.627362s,22.857999s,16.204000s,0.000000s,MapReduce,completed,1
a510017e-f89e34e8-3f403e8-9df93326,1,0,517.591552s,526.858000s,11.098009s,8.497999s,8.498000s,0.000000s,Map,completed,1
4d9e6f34-c5bf167b-3f403e8-73535955,1,0,518.947082s,528.162000s,10.345847s,8.797999s,8.798000s,0.000000s,Vanilla,completed,1
c64deda1-8abf0cbb-3f403e8-b7a8939,222,0,498.449257s,529.838000s,36.293894s,2736.222926s,30.518000s,0.000000s,Map,completed,1
846af367-83e766fa-3f403e8-71331c86,149,0,498.320755s,535.126000s,45.921178s,1048.996895s,21.776000s,0.000000s,MapReduce,completed,1
112bb322-fc882c98-3f403e8-91ba3263,44,0,437.576815s,537.340000s,132.049004s,2166.097983s,79.403000s,0.000000s,MapReduce,failed,1
df7d1d75-8d44bef9-3f403e8-3c850c81,1,0,530.577970s,537.767000s,8.555224s,6.305000s,6.305000s,0.000000s,Vanilla,completed,1
e7524fa5-6bc73554-3f403e8-7277c9c2,2,0,527.751294s,540.320000s,14.407126s,23.101997s,11.935000s,0.000000s,Map,completed,1
a5b7c3e2-739fa50c-3f403e8-2047dab7,1,0,536.253052s,541.803000s,8.121946s,5.395999s,5.396000s,0.000000s,Map,completed,1
1f21f58c-54fdaa71-3f403e8-d1a040b0,2,0,530.615663s,542.767000s,16.190012s,10.600998s,6.360000s,0.000000s,MapReduce,completed,1
8b61d2cb-383a5a00-3f403e8-91369c93,2,0,0.000000s,543.676000s,600.000000s,594.499999s,541.684000s,0.000000s,Map,completed,0
29acadfb-ef596087-3f403e8-6656a69e,2,0,531.021116s,545.007000s,17.035205s,12.956998s,10.593000s,0.000000s,MapReduce,completed,1
3654ad6e-7463bbb-3f403e8-b64b2c0,1,0,537.175477s,545.246000s,9.998958s,7.481000s,7.481000s,0.000000s,Vanilla,completed,1
439c1240-be483639-3f403e8-a5639aed,1,0,539.914185s,545.934000s,7.932729s,5.516999s,5.517000s,0.000000s,Map,completed,1
5b773054-4b693765-3f403e8-f179f937,25,0,503.593007s,546.149000s,46.995255s,326.460989s,21.774000s,0.000000s,MapReduce,completed,1
179b4fd1-2f456957-3f403e8-8e17e613,98,0,516.796944s,548.407000s,46.961456s,824.614928s,18.015000s,0.000000s,MapReduce,completed,1
62a4f002-c8410d3c-3f403e8-9db5f68,238,0,493.657747s,548.868000s,66.348471s,3303.746808s,28.377000s,0.000000s,MapReduce,completed,1
8076fca7-bb4ca06b-3f403e8-32325969,4,0,523.409113s,550.565000s,29.292977s,51.784998s,26.191000s,0.000000s,Map,completed,1
3d135973-43e8ca0f-3f403e8-2a9983b9,2,0,532.815500s,552.412000s,21.146951s,29.156998s,19.013000s,0.000000s,Map,completed,1
33fd6c39-8c23d4ab-3f403e8-528bb57d,2,0,154.587337s,553.151000s,400.280418s,449.910998s,397.776000s,0.000000s,Reduce,completed,1
373cfd15-cb109040-3f403e8-2c6a89ec,126,0,474.993506s,554.296000s,89.203221s,2929.772929s,69.107000s,0.000000s,MapReduce,completed,1
200f18e1-6f1048f-3f403e8-24a1be35,76,0,505.460956s,554.349000s,94.539044s,733.432955s,31.978000s,0.000000s,MapReduce,completed,0
216f79f4-c31d3061-3f403e8-4271abf0,97,0,520.709011s,554.407000s,43.996539s,784.169954s,21.487000s,0.000000s,MapReduce,completed,1
cda937f1-90929607-3f403e8-9cc11f78,37,0,519.526022s,555.129000s,37.502231s,624.211983s,34.751000s,0.000000s,Map,completed,1
47ce7345-f995902e-3f403e8-b7f4b301,1,0,540.531757s,556.088000s,17.452210s,14.666998s,14.667000s,0.000000s,Map,completed,1
260b085d-610444f8-3f403e8-e18d7552,1,0,553.714445s,556.153000s,3.268374s,1.661000s,1.661000s,0.000000s,Sort,failed,1
fc30bd05-4a54f4b5-3f403e8-c332d6d1,97,0,521.001026s,557.169000s,43.938942s,901.591955s,19.441000s,0.000000s,MapReduce,completed,1
d3c5e3a2-71ab601a-3f403e8-333c7ddb,1,0,551.242380s,557.368000s,8.697685s,5.912999s,5.913000s,0.000000s,Map,completed,1
cc6aa647-a441fea2-3f403e8-820463e,5,0,538.735541s,558.334000s,21.554937s,74.242993s,18.920000s,0.000000s,Map,completed,1
f4089de1-8edc06af-3f403e8-55c6d803,1,0,554.479416s,559.127000s,5.854070s,3.661000s,3.661000s,0.000000s,Sort,completed,1
ff2012ef-5a34ee48-3f403e8-4e34abf7,97,0,524.002109s,559.172000s,43.863002s,862.805940s,22.884000s,0.000000s,MapReduce,completed,1
456d7c05-a8f087c1-3f403e8-8da94e48,1,0,543.108224s,559.357000s,18.000274s,15.928999s,15.929000s,0.000000s,Map,completed,1
66c3fd6e-dd196b58-3f403e8-9928771b,97,0,521.878857s,560.173000s,47.069370s,744.745943s,21.309000s,0.000000s,MapReduce,completed,1
b7d85a8b-f7090f2e-3f403e8-e67787a5,99,0,520.901434s,560.492000s,49.476435s,1103.829930s,23.888000s,0.000000s,MapReduce,completed,1
eb1d2c9c-2ab93cd-3f403e8-c53fff24,97,0,519.987060s,560.655000s,50.445479s,1026.692957s,22.685000s,0.000000s,MapReduce,completed,1
2820482a-df043025-3f403e8-81d487bf,98,0,517.787372s,561.116000s,51.297174s,778.081929s,29.741000s,0.000000s,MapReduce,completed,1
1ef4d338-76166dc4-3f403e8-43d5e5fa,97,0,530.176495s,562.093000s,45.549800s,671.665942s,23.129000s,0.000000s,MapReduce,completed,1
190a9687-22bec501-3f403e8-699080b1,98,0,520.734372s,563.932000s,50.431974s,835.226959s,21.486000s,0.000000s,MapReduce,completed,1
1be27f65-eb0cc639-3f403e8-961b1e11,1,0,555.775654s,564.184000s,9.930006s,7.716999s,7.717000s,0.000000s,Map,completed,1
15dd6e37-63d30656-3f403e8-7c222869,28,0,511.754128s,565.420000s,72.420832s,538.845979s,38.127000s,0.000000s,MapReduce,completed,1
c1e47acd-ce83272c-3f403e8-7f86e74b,3,0,0.000000s,565.952000s,600.000000s,621.986997s,541.685000s,0.000000s,Map,completed,0
860d75b-425e1935-3f403e8-5fff0836,97,0,523.408941s,566.195000s,49.866936s,1094.997937s,29.336000s,0.000000s,MapReduce,completed,1
5e9b0214-12765fb5-3f403e8-7ba8fea0,1,0,557.653120s,566.613000s,10.471671s,8.138998s,8.139000s,0.000000s,Map,completed,1
6784937c-d7451843-3f403e8-3c05e346,111,0,555.065200s,566.742000s,19.866609s,366.976943s,11.267000s,0.000000s,Map,completed,1
9999f5f0-5dce9632-3f403e8-d12a7ee,3,0,492.708435s,567.223000s,107.291565s,122.964997s,73.934000s,0.000000s,Merge,completed,0
7f8c820c-28e0c7ae-3f403e8-2cbcfd6,4,0,561.473980s,572.932000s,14.252155s,20.675996s,5.657000s,0.000000s,MapReduce,completed,1
e94fbd8e-7a752303-3f403e8-fbfaf31e,1634,0,556.053375s,574.324000s,43.946625s,11086.668209s,17.832000s,0.000000s,Reduce,completed,0
f1d88f5b-763fb54d-3f403e8-2e49cdb7,34,0,557.840336s,576.290000s,30.955966s,168.769988s,11.719000s,0.000000s,Sort,failed,1
79d9f173-2e1c9950-3f403e8-2370a607,1,0,565.769518s,577.845000s,13.240589s,11.352999s,11.353000s,0.000000s,Sort,completed,1
b38ee985-849c043c-3f403e8-e1956b63,35,0,555.530856s,578.967000s,31.093532s,263.410975s,11.172000s,0.000000s,MapReduce,completed,1
28f4efb3-ea7c3a0b-3f403e8-df384750,1,0,544.486049s,579.056000s,36.601046s,33.620999s,33.621000s,0.000000s,Map,completed,1
